image_name,steering_angle
1479425502093224665.pgm,0.089699286
1479425502143258525.pgm,0.1088251094
1479425502193369929.pgm,0.1169370562
1479425502243241339.pgm,0.1108245401
1479425502293293122.pgm,0.0936753293
1479425502343271627.pgm,0.068412528
1479425502393302762.pgm,0.0495262732
1479425502443328445.pgm,0.0300694738
1479425502493306259.pgm,0.0111878575
1479425502543290803.pgm,-0.0039922086
1479425502593285804.pgm,-0.0126879495
1479425502643303318.pgm,-0.0157079641
1479425502693391452.pgm,-0.0157079641
1479425502743334729.pgm,-0.0157079641
1479425502793454825.pgm,-0.0157079641
1479425502843480138.pgm,-0.0157079641
1479425502893402603.pgm,-0.0167897497
1479425502943354570.pgm,-0.0176499024
1479425502993521738.pgm,-0.0191986226
1479425503043380173.pgm,-0.023062691
1479425503093395746.pgm,-0.0328278283
1479425503143448279.pgm,-0.0387453777
1479425503193521390.pgm,-0.0530541518
1479425503243472403.pgm,-0.0741244053
1479425503293469382.pgm,-0.0969300114
1479425503343450042.pgm,-0.1232164384
1479425503393465567.pgm,-0.1547128231
1479425503443495880.pgm,-0.1859652806
1479425503493463376.pgm,-0.2154278997
1479425503543495783.pgm,-0.2377232928
1479425503593493939.pgm,-0.2507935979
1479425503643464163.pgm,-0.2566671521
1479425503693471617.pgm,-0.2583087385
1479425503743472079.pgm,-0.2564722461
1479425503793576126.pgm,-0.2548180819
1479425503843477810.pgm,-0.2548180819
1479425503893566070.pgm,-0.2548180819
1479425503943601323.pgm,-0.2548180819
1479425503993682970.pgm,-0.2574904148
1479425504043577244.pgm,-0.2671318293
1479425504093580095.pgm,-0.2776016949
1479425504143588834.pgm,-0.2898086866
1479425504193582094.pgm,-0.3020734861
1479425504243614758.pgm,-0.3159924852
1479425504293446898.pgm,-0.3325053248
1479425504343633106.pgm,-0.3473676995
1479425504393656555.pgm,-0.3604011297
1479425504443634981.pgm,-0.3700144038
1479425504493604126.pgm,-0.3735004663
1479425504543788742.pgm,-0.370011824
1479425504593708039.pgm,-0.3613104669
1479425504643676442.pgm,-0.347450456
1479425504693699716.pgm,-0.3265540655
1479425504743700925.pgm,-0.302175887
1479425504793667815.pgm,-0.2836626516
1479425504843747917.pgm,-0.2792526782
1479425504893659745.pgm,-0.2851673989
1479425504943707162.pgm,-0.2982527527
1479425504993711060.pgm,-0.3156040455
1479425505043719412.pgm,-0.3275111535
1479425505093754393.pgm,-0.3358805608
1479425505143783201.pgm,-0.336848557
1479425505193774128.pgm,-0.336848557
1479425505243732915.pgm,-0.336848557
1479425505293791774.pgm,-0.3376044063
1479425505343786738.pgm,-0.3385938704
1479425505393844069.pgm,-0.3336008647
1479425505443808045.pgm,-0.3232814213
1479425505493778141.pgm,-0.310218736
1479425505543802008.pgm,-0.2938045256
1479425505593836207.pgm,-0.2848007658
1479425505643791307.pgm,-0.2811592683
1479425505693850237.pgm,-0.2827433348
1479425505743861502.pgm,-0.284488678
1479425505793877378.pgm,-0.2827433348
1479425505843834534.pgm,-0.2792526782
1479425505893868864.pgm,-0.2715894947
1479425505943854890.pgm,-0.2608609781
1479425505993817337.pgm,-0.2469357694
1479425506043932577.pgm,-0.2342947444
1479425506094003680.pgm,-0.223821655
1479425506143904413.pgm,-0.2168712755
1479425506193823670.pgm,-0.2181661576
1479425506243886130.pgm,-0.2214135387
1479425506293995734.pgm,-0.222288773
1479425506344115945.pgm,-0.2234021425
1479425506394035143.pgm,-0.2169207533
1479425506443985878.pgm,-0.2002850989
1479425506494008154.pgm,-0.178497256
1479425506544097778.pgm,-0.1564155412
1479425506594004740.pgm,-0.1308542158
1479425506644052165.pgm,-0.1093597603
1479425506694020044.pgm,-0.0971626262
1479425506743997044.pgm,-0.095993109
1479425506794044997.pgm,-0.0982987057
1479425506844036603.pgm,-0.1026555211
1479425506894065640.pgm,-0.1070106312
1479425506944034175.pgm,-0.1096243512
1479425506994141684.pgm,-0.1139825243
1479425507044125949.pgm,-0.1200892511
1479425507094099864.pgm,-0.1289799637
1479425507144115839.pgm,-0.1420564397
1479425507194126980.pgm,-0.1533836713
1479425507244150218.pgm,-0.1633327853
1479425507294133319.pgm,-0.1697965429
1479425507344094168.pgm,-0.1727875918
1479425507394213235.pgm,-0.1767680204
1479425507444218669.pgm,-0.1811242254
1479425507494319077.pgm,-0.1859750098
1479425507544173435.pgm,-0.1973288425
1479425507594210936.pgm,-0.2130261061
1479425507644241617.pgm,-0.230464216
1479425507694214918.pgm,-0.2373647839
1479425507744166667.pgm,-0.2347490088
1479425507794249045.pgm,-0.219487185
1479425507844199990.pgm,-0.1978310577
1479425507894306288.pgm,-0.1763649952
1479425507944252759.pgm,-0.1615325588
1479425507994222748.pgm,-0.1605702937
1479425508044344060.pgm,-0.1666161636
1479425508094306324.pgm,-0.1756762599
1479425508144252721.pgm,-0.1844965423
1479425508194324860.pgm,-0.1867502332
1479425508244288432.pgm,-0.1837691381
1479425508294379650.pgm,-0.1815142483
1479425508344412031.pgm,-0.1827546312
1479425508394434830.pgm,-0.1874687468
1479425508444283094.pgm,-0.1973488959
1479425508494404158.pgm,-0.2062900751
1479425508544419820.pgm,-0.2106460377
1479425508594368923.pgm,-0.2129301727
1479425508644379140.pgm,-0.2153047389
1479425508694441560.pgm,-0.2202181985
1479425508744525468.pgm,-0.2234021425
1479425508794406620.pgm,-0.2251474708
1479425508844382225.pgm,-0.2268927991
1479425508894431058.pgm,-0.2268927991
1479425508944370054.pgm,-0.2268927991
1479425508994415680.pgm,-0.2254214772
1479425509044401448.pgm,-0.2291654838
1479425509094452123.pgm,-0.2364089005
1479425509144459014.pgm,-0.2465919162
1479425509194503615.pgm,-0.2550700361
1479425509244523914.pgm,-0.2611619269
1479425509294493508.pgm,-0.2670353651
1479425509344527001.pgm,-0.2687807083
1479425509394485367.pgm,-0.2724905517
1479425509444582032.pgm,-0.2785997123
1479425509494509691.pgm,-0.288389531
1479425509544617554.pgm,-0.2977866723
1479425509594569041.pgm,-0.3054326177
1479425509644567991.pgm,-0.3071779609
1479425509694622934.pgm,-0.3071779609
1479425509744545074.pgm,-0.3061436211
1479425509794532223.pgm,-0.30161507
1479425509844595148.pgm,-0.2935959196
1479425509894640364.pgm,-0.2822605151
1479425509944582688.pgm,-0.2692148521
1479425509994639991.pgm,-0.2561429977
1479425510044600373.pgm,-0.2448208896
1479425510094649582.pgm,-0.2407243076
1479425510144652007.pgm,-0.2391101122
1479425510194633153.pgm,-0.2391101122
1479425510244600609.pgm,-0.2391101122
1479425510294808619.pgm,-0.2408554405
1479425510344672783.pgm,-0.241815695
1479425510394715866.pgm,-0.2426007688
1479425510445365476.pgm,-0.243615176
1479425510494730986.pgm,-0.2460125438
1479425510544662756.pgm,-0.2434146467
1479425510594747498.pgm,-0.233676258
1479425510644814523.pgm,-0.2169716617
1479425510694740913.pgm,-0.1934998272
1479425510744770118.pgm,-0.1699498405
1479425510794750012.pgm,-0.146463926
1479425510844766567.pgm,-0.1272927012
1479425510894755431.pgm,-0.1151814718
1479425510944834508.pgm,-0.1117010713
1479425510994815995.pgm,-0.1117159056
1479425511044826008.pgm,-0.1143244808
1479425511094844418.pgm,-0.1204289005
1479425511144808457.pgm,-0.1238974184
1479425511194808200.pgm,-0.1325969161
1479425511244815064.pgm,-0.1447656973
1479425511294823093.pgm,-0.1656266929
1479425511344894728.pgm,-0.1874620623
1479425511394898629.pgm,-0.2057777217
1479425511444891215.pgm,-0.2111848444
1479425511494896236.pgm,-0.2060085854
1479425511544864801.pgm,-0.190492699
1479425511594886489.pgm,-0.169721325
1479425511644907054.pgm,-0.1538905979
1479425511694928976.pgm,-0.1381268335
1479425511744878109.pgm,-0.1301198828
1479425511794935446.pgm,-0.1274090409
1479425511844959004.pgm,-0.1274090409
1479425511894958536.pgm,-0.1256637126
1479425511945487919.pgm,-0.1256637126
1479425511994990408.pgm,-0.1205488135
1479425512045030868.pgm,-0.1179322335
1479425512095066712.pgm,-0.1118325782
1479425512144848452.pgm,-0.1057467743
1479425512194844837.pgm,-0.0996442026
1479425512244850158.pgm,-0.0928419661
1479425512294845525.pgm,-0.0825596207
1479425512344943550.pgm,-0.0670237334
1479425512394861538.pgm,-0.0496301602
1479425512444921374.pgm,-0.030441504
1479425512494908025.pgm,-0.0145775785
1479425512544946358.pgm,-0.0015169097
1479425512594940222.pgm,0.0083046764
1479425512645007409.pgm,0.021170335
1479425512695141589.pgm,0.0292441498
1479425512745250675.pgm,0.0338186077
1479425512795177387.pgm,0.0349065848
1479425512845240244.pgm,0.0366519131
1479425512895205048.pgm,0.0349065848
1479425512945251940.pgm,0.0349065848
1479425512995186768.pgm,0.0349065848
1479425513045211659.pgm,0.0355177213
1479425513095228651.pgm,0.0381345568
1479425513145267172.pgm,0.0413381913
1479425513195230792.pgm,0.0451044073
1479425513245358337.pgm,0.0477184358
1479425513295260317.pgm,0.050614547
1479425513345380300.pgm,0.052359879
1479425513395216792.pgm,0.050921532
1479425513445582165.pgm,0.050614547
1479425513495278060.pgm,0.050614547
1479425513545351566.pgm,0.050059673
1479425513595285572.pgm,0.0488692187
1479425513645375363.pgm,0.0488692187
1479425513695220962.pgm,0.0474760358
1479425513745388650.pgm,0.0465960442
1479425513795230944.pgm,0.0439972263
1479425513845262146.pgm,0.04363323
1479425513895203134.pgm,0.04363323
1479425513945317922.pgm,0.04363323
1479425513995328583.pgm,0.04363323
1479425514045254862.pgm,0.0418879017
1479425514095279518.pgm,0.0405470871
1479425514145303838.pgm,0.0374743207
1479425514195313805.pgm,0.0274314927
1479425514245311537.pgm,0.0130664881
1479425514295272625.pgm,0.0030420391
1479425514345357770.pgm,0.0017453292
1479425514395362039.pgm,0.0017453292
1479425514445312366.pgm,0.0017453292
1479425514495334700.pgm,0.0034906585
1479425514545330993.pgm,0.0030832061
1479425514595322581.pgm,0.0017453292
1479425514645343270.pgm,0.0017453292
1479425514695370335.pgm,0.0017453292
1479425514745450231.pgm,0.0017453292
1479425514795406476.pgm,0.000495663
1479425514845369389.pgm,0
1479425514895436819.pgm,0
1479425514946006229.pgm,0
1479425514995423474.pgm,0
1479425515045485604.pgm,0
1479425515095480427.pgm,0
1479425515145465282.pgm,-0.0017453292
1479425515195453430.pgm,-0.0017453292
1479425515245518072.pgm,-0.0020640625
1479425515295494416.pgm,-0.0034906585
1479425515345520206.pgm,-0.0034906585
1479425515395502100.pgm,-0.0034906585
1479425515445577163.pgm,-0.0034906585
1479425515495565334.pgm,-0.0052359877
1479425515545531672.pgm,-0.0052359877
1479425515595544903.pgm,-0.0040939888
1479425515645577335.pgm,-0.0034906585
1479425515695531458.pgm,-0.0034906585
1479425515745644199.pgm,-0.0034906585
1479425515795621998.pgm,-0.0034906585
1479425515845622566.pgm,-0.0034906585
1479425515895624399.pgm,-0.0023877902
1479425515945607313.pgm,0
1479425515995619885.pgm,0.0010760604
1479425516045751491.pgm,0.0017453292
1479425516095727106.pgm,0.0017453292
1479425516145708534.pgm,0.0017453292
1479425516195656321.pgm,0.0017453292
1479425516245653587.pgm,0.0017453292
1479425516295668075.pgm,0.0027955339
1479425516345679004.pgm,0.0036632632
1479425516395667869.pgm,0.0052359877
1479425516446248377.pgm,0.0032915014
1479425516495721271.pgm,-0.0003063643
1479425516545736792.pgm,-0.0071299467
1479425516595750532.pgm,-0.0104719754
1479425516645756167.pgm,-0.0104719754
1479425516695712659.pgm,-0.0104719754
1479425516745738679.pgm,-0.0068597296
1479425516795751163.pgm,-0.0025227107
1479425516845813990.pgm,-0.0017453292
1479425516895844960.pgm,-0.0027219046
1479425516945830162.pgm,-0.0035822239
1479425516995852363.pgm,-0.0052359877
1479425517045786997.pgm,-0.0052359877
1479425517095839291.pgm,-0.0052359877
1479425517145883715.pgm,-0.0052359877
1479425517195817392.pgm,-0.0034906585
1479425517245854183.pgm,0
1479425517295849722.pgm,0
1479425517345925350.pgm,0
1479425517395867402.pgm,0
1479425517445941223.pgm,0
1479425517495869723.pgm,0
1479425517545927933.pgm,0
1479425517595933857.pgm,0
1479425517645904222.pgm,0
1479425517695927035.pgm,0
1479425517745932102.pgm,0
1479425517795929864.pgm,0
1479425517846016082.pgm,0
1479425517895952489.pgm,0.0017453292
1479425517945994315.pgm,0
1479425517995946341.pgm,0
1479425518045978177.pgm,0
1479425518096055331.pgm,0.0017453292
1479425518146081577.pgm,0.0017453292
1479425518196060079.pgm,0.0017453292
1479425518246029594.pgm,0.0017453292
1479425518296052711.pgm,0.0017453292
1479425518346009073.pgm,0.0017453292
1479425518396032071.pgm,0.0017453292
1479425518446032950.pgm,0.0017453292
1479425518496042111.pgm,0.0017453292
1479425518546087245.pgm,0.0017453292
1479425518596115590.pgm,0.0024957082
1479425518646134068.pgm,0.0068525281
1479425518696180177.pgm,0.0087266462
1479425518746130615.pgm,0.012055778
1479425518796210363.pgm,0.0139626339
1479425518846129848.pgm,0.0139626339
1479425518896212765.pgm,0.0090382087
1479425518946161155.pgm,0.0020853247
1479425518996173454.pgm,0.0010476519
1479425519046215719.pgm,0
1479425519096175113.pgm,0
1479425519146208459.pgm,0
1479425519196176755.pgm,-0.0037518567
1479425519246305767.pgm,-0.0183977014
1479425519296181009.pgm,-0.0298915977
1479425519346410173.pgm,-0.0412759257
1479425519396263218.pgm,-0.0453785621
1479425519446200629.pgm,-0.0438729241
1479425519496250478.pgm,-0.0371364874
1479425519546232164.pgm,-0.0284322004
1479425519596211236.pgm,-0.0203307057
1479425519646244666.pgm,-0.0191986226
1479425519696250734.pgm,-0.0174532924
1479425519746289904.pgm,-0.0174532924
1479425519796268780.pgm,-0.0168688724
1479425519846313549.pgm,-0.0110447923
1479425519896290952.pgm,-0.0046590659
1479425519946311423.pgm,0.0014414142
1479425519996306554.pgm,0.0034906585
1479425520046335388.pgm,0.0034906585
1479425520096306363.pgm,0.0017453292
1479425520146410769.pgm,0.0017453292
1479425520196339278.pgm,0.0012091587
1479425520246419766.pgm,0.0014072327
1479425520296428839.pgm,0.0017453292
1479425520346368633.pgm,0.0017453292
1479425520396369663.pgm,0.0017453292
1479425520446434787.pgm,0.0017453292
1479425520496397663.pgm,0.0052359877
1479425520546399407.pgm,0.006981317
1479425520596437609.pgm,0.006981317
1479425520646449910.pgm,0.006981317
1479425520696475310.pgm,0.0087266462
1479425520746462348.pgm,0.0100639888
1479425520796460314.pgm,0.0131324655
1479425520846491894.pgm,0.0293039561
1479425520896526083.pgm,0.0554947673
1479425520946569901.pgm,0.0846490324
1479425520996482435.pgm,0.1020858746
1479425521046508545.pgm,0.1051742665
1479425521096592599.pgm,0.0956079973
1479425521146578194.pgm,0.0695191886
1479425521196546857.pgm,0.0420064349
1479425521246570105.pgm,0.0258722007
1479425521296564431.pgm,0.0153198757
1479425521346533439.pgm,0.0122173047
1479425521396617625.pgm,0.0087266462
1479425521446557452.pgm,0.0057398164
1479425521496593618.pgm,-0.0007342955
1479425521546620413.pgm,-0.0094492869
1479425521596659375.pgm,-0.0160642359
1479425521646609900.pgm,-0.0162479582
1479425521696704425.pgm,-0.01537048
1479425521746664196.pgm,-0.0139626339
1479425521796612620.pgm,-0.0139626339
1479425521846658865.pgm,-0.0139626339
1479425521896633230.pgm,-0.0160172235
1479425521946659767.pgm,-0.0221242881
1479425521996657914.pgm,-0.0342866636
1479425522046658012.pgm,-0.0506104532
1479425522096664086.pgm,-0.0616346134
1479425522146698478.pgm,-0.0645771846
1479425522196709012.pgm,-0.0643097872
1479425522246730504.pgm,-0.0599511946
1479425522296728054.pgm,-0.0538613745
1479425522346778845.pgm,-0.052359879
1479425522396791648.pgm,-0.050614547
1479425522446760352.pgm,-0.0495059915
1479425522496785122.pgm,-0.046890363
1479425522546799449.pgm,-0.0425318084
1479425522596769751.pgm,-0.0418879017
1479425522646799903.pgm,-0.0418879017
1479425522696852260.pgm,-0.0418879017
1479425522746819490.pgm,-0.0408226084
1479425522796832706.pgm,-0.0401425734
1479425522846917485.pgm,-0.0390740901
1479425522896839872.pgm,-0.0366519131
1479425522946842605.pgm,-0.0356104983
1479425522996817154.pgm,-0.0330176142
1479425523046868163.pgm,-0.0276007028
1479425523096818651.pgm,-0.0189077753
1479425523146849309.pgm,-0.007416452
1479425523196828112.pgm,0.0021166098
1479425523247019664.pgm,0.0117770541
1479425523296947233.pgm,0.0193277299
1479425523346911434.pgm,0.0261799395
1479425523396930504.pgm,0.0261799395
1479425523446994860.pgm,0.0251916753
1479425523496905046.pgm,0.0208459848
1479425523546935140.pgm,0.0191986226
1479425523596959177.pgm,0.0192892186
1479425523646950361.pgm,0.0228291406
1479425523696922554.pgm,0.0279970699
1479425523746973788.pgm,0.0314159282
1479425523796982853.pgm,0.0314159282
1479425523846998140.pgm,0.0314159282
1479425523897050353.pgm,0.0314159282
1479425523947001910.pgm,0.0314159282
1479425523997015819.pgm,0.0314159282
1479425524047072149.pgm,0.0331612565
1479425524097034939.pgm,0.0331612565
1479425524147065019.pgm,0.0331612565
1479425524197036926.pgm,0.0331612565
1479425524247268634.pgm,0.0322700729
1479425524297028239.pgm,0.0314159282
1479425524347165961.pgm,0.0314159282
1479425524397172351.pgm,0.0314159282
1479425524447183779.pgm,0.0314159282
1479425524497114750.pgm,0.0314159282
1479425524547198046.pgm,0.0314159282
1479425524597077765.pgm,0.0314159282
1479425524647179311.pgm,0.0305904366
1479425524697172288.pgm,0.029670598
1479425524747213253.pgm,0.0253664081
1479425524797198967.pgm,0.0175896162
1479425524847099141.pgm,0.0046093376
1479425524897126058.pgm,-0.0084680202
1479425524947268033.pgm,-0.0157079641
1479425524997230487.pgm,-0.0157079641
1479425525047202151.pgm,-0.010676732
1479425525097198542.pgm,-0.0036027253
1479425525147240528.pgm,0.0050024126
1479425525197277370.pgm,0.0119774186
1479425525247253908.pgm,0.0147074332
1479425525297248054.pgm,0.0208062292
1479425525347335941.pgm,0.0293667039
1479425525397318388.pgm,0.0415986178
1479425525447305406.pgm,0.0520537724
1479425525497331943.pgm,0.0556926952
1479425525547196977.pgm,0.0558505356
1479425525597294879.pgm,0.0558505356
1479425525647361811.pgm,0.0558505356
1479425525697323757.pgm,0.0558505356
1479425525747320651.pgm,0.0575958639
1479425525797336726.pgm,0.0575958639
1479425525847393974.pgm,0.0600080966
1479425525897351021.pgm,0.0610865243
1479425525947334050.pgm,0.0610865243
1479425525997388389.pgm,0.0610865243
1479425526047376393.pgm,0.0610865243
1479425526097406724.pgm,0.0610865243
1479425526147399415.pgm,0.0610865243
1479425526197466989.pgm,0.0610865243
1479425526247446177.pgm,0.0658029086
1479425526297415040.pgm,0.0759910496
1479425526347458319.pgm,0.0832302349
1479425526397442287.pgm,0.0887319685
1479425526447486253.pgm,0.0930897049
1479425526497552327.pgm,0.0957080319
1479425526547483695.pgm,0.095993109
1479425526597537147.pgm,0.0977384374
1479425526647544180.pgm,0.0994837657
1479425526697487291.pgm,0.102651939
1479425526747542449.pgm,0.1116034647
1479425526797498339.pgm,0.1229171365
1479425526847548816.pgm,0.1302216732
1479425526897556623.pgm,0.1375312167
1479425526947570105.pgm,0.1431169957
1479425526997573289.pgm,0.1431169957
1479425527047603556.pgm,0.1431169957
1479425527097545014.pgm,0.1431169957
1479425527147568266.pgm,0.1431169957
1479425527197682201.pgm,0.1431169957
1479425527247580973.pgm,0.1413716674
1479425527297621858.pgm,0.1400249703
1479425527347689075.pgm,0.1378810108
1479425527397618778.pgm,0.1378810108
1479425527447686387.pgm,0.1378810108
1479425527497620015.pgm,0.1378810108
1479425527547657429.pgm,0.1378810108
1479425527597672082.pgm,0.1396263391
1479425527647728256.pgm,0.1396263391
1479425527697739259.pgm,0.1396263391
1479425527747704776.pgm,0.144346637
1479425527797663960.pgm,0.1586349696
1479425527847740373.pgm,0.1743786406
1479425527897694212.pgm,0.1874967437
1479425527947728896.pgm,0.1902408898
1479425527997753850.pgm,0.1902408898
1479425528047769945.pgm,0.182505274
1479425528097726783.pgm,0.1725732403
1479425528148316551.pgm,0.1653965755
1479425528197838034.pgm,0.1640609503
1479425528247865601.pgm,0.1640609503
1479425528297799371.pgm,0.165277325
1479425528347901388.pgm,0.1658062786
1479425528397886138.pgm,0.1658062786
1479425528447813309.pgm,0.1658062786
1479425528497857760.pgm,0.1658062786
1479425528547855204.pgm,0.1658062786
1479425528597846623.pgm,0.1658062786
1479425528647902230.pgm,0.1658062786
1479425528697908643.pgm,0.1658062786
1479425528747936663.pgm,0.1655519127
1479425528797883713.pgm,0.1629240292
1479425528847918328.pgm,0.1605702937
1479425528897922008.pgm,0.1605702937
1479425528948061523.pgm,0.158561721
1479425528997936083.pgm,0.1570796371
1479425529047962986.pgm,0.1551021145
1479425529097947458.pgm,0.1489878688
1479425529148032401.pgm,0.1411480856
1479425529198028406.pgm,0.1321822771
1479425529248048710.pgm,0.1254471981
1479425529297942428.pgm,0.1200162183
1479425529348104149.pgm,0.1165282912
1479425529397966979.pgm,0.1134463996
1479425529448014833.pgm,0.1117010713
1479425529498075443.pgm,0.1117010713
1479425529548054482.pgm,0.1097744623
1479425529598071462.pgm,0.1036732521
1479425529648051137.pgm,0.0919985018
1479425529698045292.pgm,0.0799679889
1479425529748041607.pgm,0.0658742145
1479425529798089667.pgm,0.0500264258
1479425529848091457.pgm,0.0307184415
1479425529898147573.pgm,0.0061680668
1479425529948104152.pgm,-0.0199266123
1479425529998091055.pgm,-0.046042232
1479425530048144252.pgm,-0.0650141972
1479425530098139172.pgm,-0.0760269131
1479425530148132450.pgm,-0.0820304751
1479425530198174638.pgm,-0.0810645708
1479425530248156731.pgm,-0.0767944902
1479425530298175553.pgm,-0.0740959154
1479425530348173447.pgm,-0.0733038262
1479425530398154453.pgm,-0.0733038262
1479425530448227583.pgm,-0.0733685758
1479425530498178628.pgm,-0.0750491545
1479425530548217890.pgm,-0.0750491545
1479425530598236809.pgm,-0.0750491545
1479425530648192393.pgm,-0.0803494451
1479425530698199875.pgm,-0.0837758034
1479425530748261185.pgm,-0.0837758034
1479425530798305282.pgm,-0.0837758034
1479425530848309440.pgm,-0.0855279921
1479425530898390653.pgm,-0.0890117884
1479425530948308252.pgm,-0.0924994368
1479425530998326726.pgm,-0.0968586628
1479425531048264227.pgm,-0.1029199072
1479425531098260424.pgm,-0.1107412511
1479425531148315994.pgm,-0.125574122
1479425531198325791.pgm,-0.1352251016
1479425531248293323.pgm,-0.1378810108
1479425531298306964.pgm,-0.1378810108
1479425531348329227.pgm,-0.1378810108
1479425531398325285.pgm,-0.1429803062
1479425531448335393.pgm,-0.1551101123
1479425531498385992.pgm,-0.1758129606
1479425531548367830.pgm,-0.2018411779
1479425531598406863.pgm,-0.2331433297
1479425531648447640.pgm,-0.2610863242
1479425531698403977.pgm,-0.2798106038
1479425531748437131.pgm,-0.2928859916
1479425531798384832.pgm,-0.2967059612
1479425531848464996.pgm,-0.3000736818
1479425531898412268.pgm,-0.3051519888
1479425531948484772.pgm,-0.3154947199
1479425531998441997.pgm,-0.325745643
1479425532048444430.pgm,-0.3449613054
1479425532098493605.pgm,-0.3560471535
1479425532148466643.pgm,-0.3528880678
1479425532198492040.pgm,-0.3424421921
1479425532248526864.pgm,-0.3352823861
1479425532298531730.pgm,-0.3351032138
1479425532348510394.pgm,-0.3401474299
1479425532398519170.pgm,-0.3504119728
1479425532448532068.pgm,-0.3591296043
1479425532498582602.pgm,-0.3647738099
1479425532548575697.pgm,-0.3663027408
1479425532598578462.pgm,-0.3682644665
1479425532648579248.pgm,-0.3682644665
1479425532698579614.pgm,-0.3682644665
1479425532748601199.pgm,-0.3715132045
1479425532798581824.pgm,-0.3782337275
1479425532848603638.pgm,-0.3869442609
1479425532898578782.pgm,-0.4003615491
1479425532948639037.pgm,-0.4192756186
1479425532998646394.pgm,-0.4457462049
1479425533048609159.pgm,-0.4776665668
1479425533098634101.pgm,-0.5107917207
1479425533148668559.pgm,-0.5442138152
1479425533198643478.pgm,-0.5700683325
1479425533248712270.pgm,-0.5886919914
1479425533298737132.pgm,-0.6038178856
1479425533348722128.pgm,-0.6168774886
1479425533398761487.pgm,-0.6339257438
1479425533448764296.pgm,-0.6514236301
1479425533498758390.pgm,-0.6705901557
1479425533548734817.pgm,-0.6911481281
1479425533598757102.pgm,-0.7123634775
1479425533648805249.pgm,-0.7312453746
1479425533698769797.pgm,-0.7440152598
1479425533748779819.pgm,-0.7501019322
1479425533798750681.pgm,-0.7504915595
1479425533848771224.pgm,-0.7522369027
1479425533898746577.pgm,-0.7562002144
1479425533948818614.pgm,-0.7623092591
1479425533998875954.pgm,-0.7719000483
1479425534048823520.pgm,-0.7775709877
1479425534098795837.pgm,-0.778416872
1479425534148861154.pgm,-0.778416872
1479425534198830438.pgm,-0.7805980951
1479425534248838831.pgm,-0.783652842
1479425534298831138.pgm,-0.7832304889
1479425534348871740.pgm,-0.7819074988
1479425534398873589.pgm,-0.7819074988
1479425534448993255.pgm,-0.7819074988
1479425534498905778.pgm,-0.7758760469
1479425534548985328.pgm,-0.7719158352
1479425534598960565.pgm,-0.7679448724
1479425534648929715.pgm,-0.7649499759
1479425534698918691.pgm,-0.7546133239
1479425534748969119.pgm,-0.7385510808
1479425534798959181.pgm,-0.7130673336
1479425534849021673.pgm,-0.6795632562
1479425534898952575.pgm,-0.6423362007
1479425534949033376.pgm,-0.5974765404
1479425534998981215.pgm,-0.5551714447
1479425535049025055.pgm,-0.5115919201
1479425535099058605.pgm,-0.4718133516
1479425535149136793.pgm,-0.4337502321
1479425535199027366.pgm,-0.397268746
1479425535249070641.pgm,-0.362351973
1479425535299088427.pgm,-0.3274780392
1479425535349018531.pgm,-0.2955962714
1479425535399103411.pgm,-0.265037853
1479425535449083924.pgm,-0.2403607711
1479425535499077294.pgm,-0.2243503805
1479425535549108138.pgm,-0.2152865478
1479425535599116798.pgm,-0.2091846096
1479425535649074456.pgm,-0.2048307164
1479425535699136396.pgm,-0.1987259854
1479425535749054519.pgm,-0.1915334926
1479425535799114932.pgm,-0.1769280752
1479425535849154219.pgm,-0.1557462662
1479425535899172409.pgm,-0.1317804529
1479425535949169548.pgm,-0.1143792205
1479425535999258377.pgm,-0.1045103053
1479425536049157836.pgm,-0.1040293482
1479425536099215437.pgm,-0.1103196692
1479425536149137963.pgm,-0.1183359867
1479425536199140153.pgm,-0.1204277202
1479425536249190429.pgm,-0.1193988842
1479425536299236817.pgm,-0.1134463996
1479425536349332201.pgm,-0.1106749938
1479425536399289268.pgm,-0.1044249601
1479425536449291580.pgm,-0.101229094
1479425536499254832.pgm,-0.1013648484
1479425536549278290.pgm,-0.1067148196
1479425536599350381.pgm,-0.1135683914
1479425536649394335.pgm,-0.1206648135
1479425536699309364.pgm,-0.1276048062
1479425536749264384.pgm,-0.1336125573
1479425536799313846.pgm,-0.1362309693
1479425536849334560.pgm,-0.1388432455
1479425536899321059.pgm,-0.1413716674
1479425536949350817.pgm,-0.1413716674
1479425536999307962.pgm,-0.1395630338
1479425537049360467.pgm,-0.1342651498
1479425537099321938.pgm,-0.1219720328
1479425537149444934.pgm,-0.1044986073
1479425537199312647.pgm,-0.0906810715
1479425537249527048.pgm,-0.0828558638
1479425537299432948.pgm,-0.080314765
1479425537349385340.pgm,-0.0829242405
1479425537399403572.pgm,-0.0890386941
1479425537449534772.pgm,-0.1004173429
1479425537499378866.pgm,-0.1116932456
1479425537549408926.pgm,-0.1221616534
1479425537599476603.pgm,-0.1326186645
1479425537649445880.pgm,-0.1447924537
1479425537699393523.pgm,-0.157014843
1479425537749448648.pgm,-0.1735626382
1479425537799432595.pgm,-0.191778778
1479425537849505327.pgm,-0.2092657865
1479425537899571540.pgm,-0.2302096022
1479425537949460826.pgm,-0.2484040796
1479425537999541591.pgm,-0.2720283335
1479425538049578178.pgm,-0.2877159376
1479425538099525197.pgm,-0.3000447433
1479425538149537289.pgm,-0.3079692722
